ID,Time,Type,X,Y,HitSound,Extra
2269930-7,46265,slider,459,200,0,L|356:222
2269930-7,46765,slider,322,294,0,L|219:316
2269930-7,47265,slider,144,324,0,P|101:251|132:144
2269930-7,48015,circle,64,88,8,
2269930-7,48265,slider,115,14,0,B|167:13|226:39|188:43|237:64|317:67
2269930-7,49015,circle,370,34,10,
2269930-7,49265,slider,441,88,0,P|449:151|428:200
2269930-7,49765,slider,371,231,0,L|253:217
2269930-7,50515,circle,429,302,10,
2269930-7,50765,slider,361,362,0,L|169:339
2269930-7,51515,circle,100,373,10,
2269930-7,51765,slider,25,322,0,P|17:246|30:213
2269930-7,52265,slider,69,158,0,B|129:187|129:187|258:160
2269930-7,53015,circle,317,208,10,
2269930-7,53265,slider,401,176,0,P|417:124|391:27
2269930-7,54265,circle,440,256,10,
2269930-7,56262,slider,440,256,0,L|318:244
2269930-7,56762,circle,288,181,2,
2269930-7,57012,circle,342,109,10,
2269930-7,57262,slider,300,29,0,B|248:28|189:54|227:58|178:79|98:82
2269930-7,58012,circle,47,114,8,
2269930-7,58262,slider,64,202,0,B|18:241|19:317|19:317|70:346
2269930-7,59012,circle,150,368,10,
2269930-7,59262,slider,227,321,0,P|218:260|208:175
2269930-7,60262,slider,305,366,0,L|423:349
2269930-7,60762,circle,467,300,2,
2269930-7,61012,circle,458,210,10,
2269930-7,61262,slider,388,153,0,L|269:169
2269930-7,61762,slider,241,235,0,L|43:201
2269930-7,62512,slider,6,135,0,P|-5:78|108:27
2269930-7,63262,slider,166,57,0,P|238:77|353:48
2269930-7,64012,circle,426,32,10,
2269930-7,64262,slider,500,82,0,L|480:184
2269930-7,64762,slider,428,242,0,P|452:309|435:382
2269930-7,65762,circle,346,202,2,
2269930-7,66137,slider,239,285,0,B|161:319|161:319|93:292
2269930-7,66762,slider,61,227,0,L|80:122
2269930-7,67262,slider,141,76,0,L|246:95
2269930-7,67762,circle,313,124,2,
2269930-7,68012,circle,395,87,10,
2269930-7,68262,slider,460,149,0,B|461:201|435:260|431:222|410:271|407:351
2269930-7,69012,slider,326,355,0,L|209:339
2269930-7,69512,slider,173,278,0,L|56:294
2269930-7,70262,slider,241,219,0,L|225:102
2269930-7,70762,slider,164,67,0,L|47:83
2269930-7,71262,slider,7,138,0,L|23:255
2269930-7,71762,circle,73,298,8,
2269930-7,72012,circle,161,281,8,
2269930-7,72262,circle,239,325,6,
2269930-7,72512,spinner,256,192,2,76262
2269930-8,245,slider,77,36,0,P|70:58|62:91
2269930-8,511,circle,7,134,2,
2269930-8,645,slider,7,134,0,P|18:182|30:230
2269930-8,1016,circle,84,276,2,
2269930-8,1264,slider,159,136,0,P|201:146|246:158
2269930-8,1790,slider,411,196,0,P|434:238|421:277
2269930-8,2279,slider,284,359,0,P|255:351|232:347
2269930-8,2520,circle,170,381,2,
2269930-8,2641,slider,170,381,0,P|125:369|81:359
2269930-8,3004,circle,31,303,2,
2269930-8,3246,slider,96,161,0,P|85:119|76:77
2269930-8,3767,slider,248,53,0,P|259:97|270:143
2269930-8,4271,slider,301,299,0,P|322:303|355:311
2269930-8,4516,circle,397,375,2,
2269930-8,4639,slider,397,375,0,P|419:348|422:293
2269930-8,5008,circle,403,222,2,
2269930-8,5254,slider,467,79,0,P|420:88|373:100
2269930-8,5780,slider,311,259,0,P|269:248|227:239
2269930-8,6269,slider,152,93,0,P|145:119|139:146
2269930-8,6513,circle,79,190,2,
2269930-8,6636,slider,79,190,0,P|90:236|99:280
2269930-8,7003,circle,149,333,2,
2269930-8,7248,slider,211,188,0,P|253:186|290:207
2269930-8,7769,slider,442,286,0,P|430:236|420:192
2269930-8,8262,slider,465,23,0,P|439:8|404:7
2269930-8,8516,circle,355,63,2,
2269930-8,8643,slider,355,63,0,P|299:76|244:89
2269930-8,9021,circle,186,43,2,
2269930-8,9273,slider,67,171,0,P|55:120|44:70
2269930-8,9783,slider,216,149,0,P|204:199|193:249
2269930-8,10274,slider,74,372,0,P|67:352|59:325
2269930-8,10516,circle,21,254,2,
2269930-8,10638,slider,21,254,0,P|34:196|47:145
2269930-8,11002,circle,70,84,2,
2269930-8,11259,slider,240,130,0,P|220:73|240:29
2269930-8,11774,slider,404,29,0,P|423:86|404:130
2269930-8,12289,slider,361,286,0,P|329:294|298:302
2269930-8,12529,circle,240,263,2,
2269930-8,12650,slider,240,263,0,P|252:210|264:159
2269930-8,13011,circle,286,87,2,
2269930-8,13252,slider,127,54,0,P|75:75|67:117
2269930-8,13778,slider,114,285,0,P|125:236|137:187
2269930-8,14280,slider,220,33,0,P|253:70|314:76
2269930-8,14645,slider,367,30,0,P|378:78|390:127
2269930-8,15011,circle,409,207,2,
2269930-8,15255,slider,291,327,0,P|244:350|191:335
2269930-8,15767,slider,176,169,0,P|223:146|276:161
2269930-8,16280,slider,114,262,0,P|83:253|49:245
2269930-8,16650,slider,164,334,0,P|212:322|261:310
2269930-8,17020,circle,314,243,2,
2269930-8,17267,slider,444,356,0,P|465:312|469:253
2269930-8,17771,slider,340,155,0,P|318:199|314:258
2269930-8,18275,slider,464,144,0,P|456:112|449:89
2269930-8,18521,circle,421,22,2,
2269930-8,18645,slider,421,22,0,P|380:50|321:42
2269930-8,19015,circle,261,5,2,
2269930-8,19262,slider,122,114,0,P|114:138|109:162
2269930-8,19509,slider,34,206,0,P|41:230|46:254
2269930-8,19756,slider,95,324,0,P|141:290|193:304
2269930-8,20126,circle,245,346,2,
2269930-8,20250,slider,301,275,0,P|332:283|363:290
2269930-8,20510,circle,420,342,2,
2269930-8,20641,slider,420,342,0,P|432:290|447:235
2269930-8,21014,circle,473,168,2,
2269930-8,21263,slider,351,55,0,P|310:51|273:104
2269930-8,21793,slider,316,273,0,P|327:321|339:370
2269930-8,22280,slider,160,330,0,P|128:321|100:316
2269930-8,22520,circle,31,302,2,
2269930-8,22640,slider,31,302,0,P|23:241|53:200
2269930-8,23000,circle,92,145,2,
2269930-8,23240,circle,248,227,2,
2269930-8,24265,slider,248,227,0,P|283:201|342:211
2269930-8,24640,slider,408,272,0,B|438:242|438:242|418:162
2269930-8,25015,slider,433,89,0,P|400:90|364:109
2269930-8,25265,slider,320,30,0,P|281:64|229:65
2269930-8,25765,slider,54,20,0,P|41:75|28:131
2269930-8,26140,circle,56,214,0,
2269930-8,26265,slider,56,214,0,P|95:203|131:194
2269930-8,26515,circle,173,137,2,
2269930-8,26640,slider,173,137,0,P|200:144|299:172
2269930-8,27015,circle,330,237,2,
2269930-8,27265,slider,452,104,0,P|459:131|465:159
2269930-8,27515,circle,491,247,2,
2269930-8,27640,slider,491,247,0,P|478:305|428:322
2269930-8,28015,slider,360,277,0,P|330:286|301:295
2269930-8,28265,slider,244,355,0,P|211:342|180:332
2269930-8,28515,circle,115,302,2,
2269930-8,28640,slider,115,302,0,P|112:252|151:195
2269930-8,29015,circle,193,131,2,
2269930-8,29265,slider,324,206,0,P|337:150|350:94
2269930-8,29765,slider,195,6,0,P|182:62|169:118
2269930-8,30265,slider,74,261,0,P|119:225|185:240
2269930-8,30640,slider,245,268,0,P|231:323|217:378
2269930-8,31015,slider,309,366,0,P|315:338|322:310
2269930-8,31265,circle,347,227,2,
2269930-8,31515,circle,178,161,0,
2269930-8,31765,circle,348,101,2,
2269930-8,32015,circle,187,19,0,
2269930-8,32265,slider,264,206,0,P|214:255|145:256
2269930-8,32640,slider,95,207,0,P|82:254|60:340
2269930-8,33015,slider,133,379,0,P|163:368|194:361
2269930-8,33265,slider,267,317,0,P|298:334|345:339
2269930-8,33515,slider,406,310,0,P|387:277|382:229
2269930-8,33765,slider,310,193,0,P|328:161|334:113
2269930-8,34015,circle,399,76,10,
2269930-8,34265,slider,232,10,0,L|108:44
2269930-8,34640,slider,33,8,0,P|5:58|45:126
2269930-8,35015,slider,83,181,0,P|73:221|63:258
2269930-8,35265,slider,77,328,0,P|143:331|201:380
2269930-8,35640,circle,256,304,0,
2269930-8,35765,slider,328,356,0,P|339:323|349:278
2269930-8,36015,slider,430,269,0,P|418:236|409:191
2269930-8,36265,slider,337,167,0,P|360:141|392:128
2269930-8,36515,circle,472,112,10,
2269930-8,36640,slider,472,112,0,P|392:90|345:57
2269930-8,37015,slider,300,5,0,P|268:6|239:19
2269930-8,37265,slider,190,88,0,P|198:118|213:167
2269930-8,37515,slider,274,204,0,P|264:238|250:289
2269930-8,37765,slider,261,350,0,P|229:346|203:329
2269930-8,38015,circle,112,334,10,
2269930-8,38265,slider,194,175,0,P|132:161|77:129
2269930-8,38640,slider,117,50,0,P|179:64|234:96
2269930-8,39015,slider,284,159,0,P|315:145|352:137
2269930-8,39265,circle,378,56,10,
2269930-8,39390,circle,378,56,8,
2269930-8,39515,slider,442,117,0,P|435:155|422:192
2269930-8,39765,circle,392,259,6,
2269930-8,39890,circle,392,259,4,
2269930-8,40015,slider,305,234,0,P|274:243|242:248
2269930-8,40265,circle,150,265,4,
2269930-8,44265,slider,150,265,0,P|107:262|69:230
2269930-8,44515,slider,24,182,0,P|34:148|46:114
2269930-8,44765,circle,83,34,2,
2269930-8,44890,circle,152,94,0,
2269930-8,45015,slider,223,35,0,P|263:23|311:13
2269930-8,45265,slider,363,70,0,P|342:109|335:146
2269930-8,45515,circle,396,208,8,
2269930-8,45640,slider,396,208,0,P|386:242|368:272
2269930-8,45890,circle,314,343,0,
2269930-8,46015,slider,241,285,0,P|211:301|161:309
2269930-8,46265,slider,107,367,0,P|69:312|68:219
2269930-8,46640,circle,102,169,0,
2269930-8,46765,slider,55,89,0,P|79:59|112:40
2269930-8,47015,circle,189,7,10,
2269930-8,47140,slider,189,7,0,P|231:20|277:27
2269930-8,47390,circle,338,72,2,
2269930-8,47515,circle,338,72,10,
2269930-8,47640,slider,414,19,0,P|441:84|453:168
2269930-8,48015,slider,455,237,0,P|415:229|387:208
2269930-8,48265,slider,322,147,0,B|254:147|277:185|194:204
2269930-8,48640,circle,112,210,0,
2269930-8,48765,slider,156,291,0,P|144:332|133:376
2269930-8,49015,slider,227,379,0,P|239:338|250:294
2269930-8,49265,slider,333,286,0,P|371:314|473:317
2269930-8,49640,circle,500,242,0,
2269930-8,49765,slider,439,172,0,P|422:138|419:85
2269930-8,50015,slider,423,17,0,P|391:16|353:39
2269930-8,50265,slider,311,109,0,P|244:92|163:73
2269930-8,50640,circle,91,52,0,
2269930-8,50765,slider,18,110,0,P|24:137|39:205
2269930-8,51015,circle,87,249,10,
2269930-8,51140,slider,171,209,0,P|234:200|307:255
2269930-8,51515,slider,343,309,0,P|376:298|411:289
2269930-8,51765,circle,500,271,2,
2269930-8,51890,circle,500,271,0,
2269930-8,52015,slider,438,199,0,P|449:159|463:129
2269930-8,52265,slider,482,46,0,P|430:45|377:86
2269930-8,52515,slider,355,99,0,P|319:84|275:73
2269930-8,52765,slider,220,18,0,P|184:33|140:44
2269930-8,53015,slider,70,73,0,P|68:115|101:150
2269930-8,53265,slider,116,220,0,P|149:230|183:242
2269930-8,53515,circle,265,273,10,
2269930-8,53640,slider,298,188,0,P|310:154|320:120
2269930-8,53890,circle,352,39,2,
2269930-8,54015,circle,438,70,10,
2269930-8,54265,circle,381,246,10,
2269930-8,56262,slider,381,246,0,B|330:260|330:260|304:293|304:293|250:308
2269930-8,56637,slider,181,365,0,P|150:347|83:332
2269930-8,56887,circle,65,254,0,
2269930-8,57012,slider,135,191,0,P|115:157|103:119
2269930-8,57262,slider,11,109,0,P|70:41|131:43
2269930-8,57637,slider,197,94,0,P|226:76|291:62
2269930-8,57887,circle,353,92,0,
2269930-8,58012,slider,415,20,0,P|447:52|446:95
2269930-8,58262,slider,486,165,0,P|406:224|344:221
2269930-8,58637,circle,277,184,0,
2269930-8,58762,slider,215,255,0,P|225:290|237:338
2269930-8,59012,slider,143,352,0,P|133:317|121:269
2269930-8,59262,slider,39,239,0,P|68:206|115:200
2269930-8,59512,circle,150,122,10,
2269930-8,59637,slider,100,42,0,P|129:75|251:76
2269930-8,60012,slider,297,28,0,P|308:65|322:113
2269930-8,60262,slider,264,181,0,B|350:187|316:236|408:254
2269930-8,60637,slider,473,206,0,P|461:168|448:120
2269930-8,60887,circle,429,44,0,
2269930-8,61012,slider,351,97,0,P|297:80|281:53
2269930-8,61262,slider,208,18,0,P|148:18|135:117
2269930-8,61637,slider,172,169,0,P|162:199|150:258
2269930-8,61887,circle,189,326,0,
2269930-8,62012,slider,269,277,0,P|305:287|345:302
2269930-8,62262,slider,403,368,0,P|432:305|403:253
2269930-8,62512,slider,388,234,0,P|408:163|430:74
2269930-8,62887,circle,352,32,0,
2269930-8,63012,slider,298,109,0,P|276:134|212:130
2269930-8,63262,slider,169,79,0,P|96:63|48:120
2269930-8,63637,slider,3,191,0,P|13:228|24:266
2269930-8,63887,circle,10,358,0,
2269930-8,64012,slider,10,358,0,P|51:358|97:319
2269930-8,64262,slider,153,265,0,B|239:271|205:320|297:338
2269930-8,64637,circle,349,271,0,
2269930-8,64762,slider,426,333,0,P|446:305|436:237
2269930-8,65012,circle,395,181,8,
2269930-8,65137,circle,460,113,0,
2269930-8,65262,slider,460,113,0,P|412:83|369:94
2269930-8,65512,slider,328,17,0,P|299:42|261:48
2269930-8,65762,slider,181,3,0,P|171:35|157:81
2269930-8,66012,circle,127,161,10,
2269930-8,66137,slider,40,122,0,P|21:153|61:263
2269930-8,66512,slider,118,314,0,P|131:273|144:231
2269930-8,66762,slider,235,239,0,P|222:198|209:156
2269930-8,67012,circle,179,80,10,
2269930-8,67137,circle,248,16,0,
2269930-8,67262,slider,248,16,0,P|276:42|313:52
2269930-8,67512,slider,359,131,0,P|387:104|424:94
2269930-8,67762,slider,501,140,0,P|487:178|472:227
2269930-8,68012,circle,398,265,10,
2269930-8,68137,circle,482,337,2,
2269930-8,68262,slider,482,337,0,P|405:353|333:384
2269930-8,68887,circle,398,265,0,
2269930-8,69012,slider,307,290,0,P|264:273|217:257
2269930-8,69262,slider,144,273,0,P|157:236|188:146
2269930-8,69512,slider,197,125,0,P|245:113|283:103
2269930-8,69762,circle,361,89,2,
2269930-8,69887,circle,361,89,0,
2269930-8,70012,slider,438,34,0,P|449:82|460:120
2269930-8,70262,slider,460,208,0,P|425:187|376:182
2269930-8,70512,slider,339,258,0,P|305:278|267:284
2269930-8,70762,slider,187,241,0,P|173:277|167:316
2269930-8,71012,slider,88,364,0,P|83:330|66:285
2269930-8,71262,circle,13,225,8,
2269930-8,71387,circle,13,225,8,
2269930-8,71512,slider,52,138,0,P|81:162|120:161
2269930-8,71762,circle,195,212,8,
2269930-8,71887,circle,250,135,8,
2269930-8,72012,slider,329,186,0,P|318:226|305:271
2269930-8,72262,circle,281,346,6,
2269930-8,72762,circle,21,242,0,
2269930-8,73262,circle,253,87,0,
2269930-8,73762,circle,156,348,0,
2269930-8,74137,circle,65,163,0,
2269930-8,74262,slider,65,163,0,P|71:62|159:29
2269930-8,75762,circle,251,372,0,
2269930-8,76137,circle,369,201,0,
2269930-8,76262,circle,369,201,2,
2269930-8,76324,spinner,256,192,0,79762
